full_route_case_id,tool_id,k,total_input_edge_rows_for_tool,invalid_rows_removed_for_case,self_loop_parent_copy_rows_removed_for_case,total_input_edge_rows_for_case,edges_after_cleaning,predicted_nodes_excluding_root,cap_hit,unreachable_true_node_count,status
FR-BBD3-PARENT-c0139,biotransformer_envmicro,10,8069,2,0,19,17,15,False,0,SCORED
FR-BBD3-PARENT-c0148,biotransformer_envmicro,10,8069,1,0,45,44,41,False,0,SCORED
FR-BBD3-PARENT-c0153,biotransformer_envmicro,10,8069,11,0,144,133,117,False,0,SCORED
FR-BBD3-PARENT-c0163,biotransformer_envmicro,10,8069,9,0,111,102,88,False,0,SCORED
FR-BBD3-PARENT-c0177,biotransformer_envmicro,10,8069,19,0,227,208,192,False,0,SCORED
FR-BBD3-PARENT-c0233,biotransformer_envmicro,10,8069,0,1,3,2,2,False,4,SCORED
FR-BBD3-PARENT-c0236,biotransformer_envmicro,10,8069,0,1,3,2,2,False,0,SCORED
FR-BBD3-PARENT-c0245,biotransformer_envmicro,10,8069,12,0,174,162,150,False,0,SCORED
FR-BBD3-PARENT-c0286,biotransformer_envmicro,10,8069,1,0,41,40,38,False,0,SCORED
FR-BBD3-PARENT-c0288,biotransformer_envmicro,10,8069,8,0,95,87,78,False,3,SCORED
FR-BBD3-PARENT-c0345,biotransformer_envmicro,10,8069,14,1,151,136,122,False,0,SCORED
FR-BBD3-PARENT-c0352,biotransformer_envmicro,10,8069,1,0,1,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0367,biotransformer_envmicro,10,8069,14,0,124,110,98,False,0,SCORED
FR-BBD3-PARENT-c0371,biotransformer_envmicro,10,8069,14,0,165,151,143,False,0,SCORED
FR-BBD3-PARENT-c0375,biotransformer_envmicro,10,8069,6,0,110,104,91,False,3,SCORED
FR-BBD3-PARENT-c0388,biotransformer_envmicro,10,8069,16,1,165,148,137,False,1,SCORED
FR-BBD3-PARENT-c0407,biotransformer_envmicro,10,8069,1,1,30,28,28,False,0,SCORED
FR-BBD3-PARENT-c0426,biotransformer_envmicro,10,8069,1,0,1,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0432,biotransformer_envmicro,10,8069,0,0,42,42,36,False,0,SCORED
FR-BBD3-PARENT-c0444,biotransformer_envmicro,10,8069,1,0,1,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0480,biotransformer_envmicro,10,8069,22,0,144,122,112,False,0,SCORED
FR-BBD3-PARENT-c0486,biotransformer_envmicro,10,8069,0,1,5,4,4,False,0,SCORED
FR-BBD3-PARENT-c0526,biotransformer_envmicro,10,8069,1,0,1,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0563,biotransformer_envmicro,10,8069,0,0,24,24,23,False,0,SCORED
FR-BBD3-PARENT-c0593,biotransformer_envmicro,10,8069,7,0,119,112,99,False,0,SCORED
FR-BBD3-PARENT-c0597,biotransformer_envmicro,10,8069,7,0,79,72,66,False,0,SCORED
FR-BBD3-PARENT-c0604,biotransformer_envmicro,10,8069,0,0,35,35,28,False,0,SCORED
FR-BBD3-PARENT-c0612,biotransformer_envmicro,10,8069,0,1,43,42,34,False,0,SCORED
FR-BBD3-PARENT-c0626,biotransformer_envmicro,10,8069,5,7,115,103,103,False,1,SCORED
FR-BBD3-PARENT-c0639,biotransformer_envmicro,10,8069,0,2,14,12,12,False,0,SCORED
FR-BBD3-PARENT-c0653,biotransformer_envmicro,10,8069,5,1,128,122,92,False,0,SCORED
FR-BBD3-PARENT-c0689,biotransformer_envmicro,10,8069,0,0,15,15,14,False,0,SCORED
FR-BBD3-PARENT-c0691,biotransformer_envmicro,10,8069,0,0,3,3,2,False,0,SCORED
FR-BBD3-PARENT-c0694,biotransformer_envmicro,10,8069,10,0,113,103,90,False,0,SCORED
FR-BBD3-PARENT-c0764,biotransformer_envmicro,10,8069,9,0,55,46,45,False,0,SCORED
FR-BBD3-PARENT-c0765,biotransformer_envmicro,10,8069,13,1,178,164,149,False,0,SCORED
FR-BBD3-PARENT-c0865,biotransformer_envmicro,10,8069,13,0,152,139,129,False,1,SCORED
FR-BBD3-PARENT-c0897,biotransformer_envmicro,10,8069,12,0,107,95,90,False,0,SCORED
FR-BBD3-PARENT-c0908,biotransformer_envmicro,10,8069,7,0,80,73,71,False,0,SCORED
FR-BBD3-PARENT-c0939,biotransformer_envmicro,10,8069,1,0,1,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0941,biotransformer_envmicro,10,8069,0,0,15,15,14,False,4,SCORED
FR-BBD3-PARENT-c0946,biotransformer_envmicro,10,8069,5,0,127,122,112,False,0,SCORED
FR-BBD3-PARENT-c0991,biotransformer_envmicro,10,8069,30,1,138,107,100,False,0,SCORED
FR-BBD3-PARENT-c1013,biotransformer_envmicro,10,8069,3,0,75,72,65,False,7,SCORED
FR-BBD3-PARENT-c1019,biotransformer_envmicro,10,8069,0,0,94,94,94,False,0,SCORED
FR-BBD3-PARENT-c1039,biotransformer_envmicro,10,8069,2,0,2,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c1043,biotransformer_envmicro,10,8069,3,0,77,74,66,False,0,SCORED
FR-BBD3-PARENT-c1066,biotransformer_envmicro,10,8069,2,0,18,16,16,False,0,SCORED
FR-BBD3-PARENT-c1072,biotransformer_envmicro,10,8069,8,0,117,109,96,False,0,SCORED
FR-BBD3-PARENT-c1078,biotransformer_envmicro,10,8069,0,0,52,52,51,False,9,SCORED
FR-BBD3-PARENT-c1094,biotransformer_envmicro,10,8069,0,0,22,22,20,False,0,SCORED
FR-BBD3-PARENT-c1161,biotransformer_envmicro,10,8069,2,0,26,24,21,False,0,SCORED
FR-BBD3-PARENT-c1182,biotransformer_envmicro,10,8069,0,1,11,10,10,False,0,SCORED
FR-BBD3-PARENT-c1188,biotransformer_envmicro,10,8069,0,0,142,142,142,False,0,SCORED
FR-BBD3-PARENT-c1201,biotransformer_envmicro,10,8069,3,0,5,2,2,False,0,SCORED
FR-BBD3-PARENT-c1263,biotransformer_envmicro,10,8069,9,0,154,145,125,False,0,SCORED
FR-BBD3-PARENT-c1266,biotransformer_envmicro,10,8069,14,0,111,97,90,False,0,SCORED
FR-BBD3-PARENT-c1267,biotransformer_envmicro,10,8069,19,0,141,122,111,False,0,SCORED
FR-BBD3-PARENT-c1285,biotransformer_envmicro,10,8069,17,0,150,133,127,False,0,SCORED
FR-BBD3-PARENT-c1296,biotransformer_envmicro,10,8069,8,0,184,176,154,False,0,SCORED
FR-BBD3-PARENT-c1313,biotransformer_envmicro,10,8069,15,0,172,157,141,False,0,SCORED
FR-BBD3-PARENT-c1350,biotransformer_envmicro,10,8069,7,0,83,76,74,False,0,SCORED
FR-BBD3-PARENT-c1352,biotransformer_envmicro,10,8069,14,0,137,123,103,False,0,SCORED
FR-BBD3-PARENT-c1354,biotransformer_envmicro,10,8069,0,0,56,56,54,False,0,SCORED
FR-BBD3-PARENT-c1383,biotransformer_envmicro,10,8069,6,1,128,121,116,False,0,SCORED
FR-BBD3-PARENT-c1391,biotransformer_envmicro,10,8069,9,0,152,143,128,False,0,SCORED
FR-BBD3-PARENT-c1412,biotransformer_envmicro,10,8069,18,0,223,205,183,False,0,SCORED
FR-BBD3-PARENT-c1441,biotransformer_envmicro,10,8069,0,0,154,154,118,False,0,SCORED
FR-BBD3-PARENT-c1457,biotransformer_envmicro,10,8069,1,1,133,131,83,False,1,SCORED
FR-BBD3-PARENT-c1481,biotransformer_envmicro,10,8069,3,1,81,77,56,False,0,SCORED
FR-BBD3-PARENT-c1524,biotransformer_envmicro,10,8069,10,0,205,195,166,False,0,SCORED
FR-BBD3-PARENT-c1531,biotransformer_envmicro,10,8069,5,1,158,152,152,False,0,SCORED
FR-BBD3-PARENT-c1549,biotransformer_envmicro,10,8069,0,0,107,107,104,False,0,SCORED
FR-BBD3-PARENT-c1586,biotransformer_envmicro,10,8069,5,1,121,115,87,False,0,SCORED
FR-BBD3-CAND-c0620,biotransformer_envmicro,10,8069,1,0,41,40,38,False,0,SCORED
FR-BBD3-CAND-c0611,biotransformer_envmicro,10,8069,0,1,43,42,34,False,0,SCORED
FR-BBD3-CAND-c0282,biotransformer_envmicro,10,8069,10,0,146,136,119,False,0,SCORED
FR-BBD3-CAND-c0257,biotransformer_envmicro,10,8069,3,0,42,39,33,False,0,SCORED
FR-BBD3-CAND-c1376,biotransformer_envmicro,10,8069,18,0,132,114,100,False,0,SCORED
FR-BBD3-CAND-c0971,biotransformer_envmicro,10,8069,0,0,12,12,12,False,0,SCORED
FR-BBD3-CAND-c0141,biotransformer_envmicro,10,8069,2,0,21,19,15,False,1,SCORED
FR-BBD3-CAND-c1570,biotransformer_envmicro,10,8069,2,0,21,19,16,False,0,SCORED
FR-BBD3-CAND-c0347,biotransformer_envmicro,10,8069,2,0,2,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0001,envipath_prediction,1,2932,0,0,15,15,2,False,0,SCORED
FR-BBD3-PARENT-c0002,envipath_prediction,1,2932,0,0,58,58,2,False,0,SCORED
FR-BBD3-PARENT-c0006,envipath_prediction,1,2932,0,1,36,35,3,False,3,SCORED
FR-BBD3-PARENT-c0018,envipath_prediction,1,2932,0,0,34,34,4,False,0,SCORED
FR-BBD3-PARENT-c0039,envipath_prediction,1,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0116,envipath_prediction,1,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0118,envipath_prediction,1,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0121,envipath_prediction,1,2932,0,0,55,55,2,False,6,SCORED
FR-BBD3-PARENT-c0134,envipath_prediction,1,2932,0,0,36,36,1,False,0,SCORED
FR-BBD3-PARENT-c0139,envipath_prediction,1,2932,0,0,28,28,3,False,0,SCORED
FR-BBD3-PARENT-c0148,envipath_prediction,1,2932,0,0,38,38,5,False,0,SCORED
FR-BBD3-PARENT-c0153,envipath_prediction,1,2932,0,0,50,50,3,False,0,SCORED
FR-BBD3-PARENT-c0163,envipath_prediction,1,2932,0,0,8,8,3,False,0,SCORED
FR-BBD3-PARENT-c0177,envipath_prediction,1,2932,0,0,54,54,4,False,0,SCORED
FR-BBD3-PARENT-c0233,envipath_prediction,1,2932,0,0,2,2,2,False,4,SCORED
FR-BBD3-PARENT-c0236,envipath_prediction,1,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0245,envipath_prediction,1,2932,0,0,112,112,2,False,0,SCORED
FR-BBD3-PARENT-c0286,envipath_prediction,1,2932,0,0,20,20,3,False,0,SCORED
FR-BBD3-PARENT-c0288,envipath_prediction,1,2932,0,0,44,44,5,False,3,SCORED
FR-BBD3-PARENT-c0345,envipath_prediction,1,2932,0,0,139,139,2,False,0,SCORED
FR-BBD3-PARENT-c0352,envipath_prediction,1,2932,0,0,29,29,4,False,0,SCORED
FR-BBD3-PARENT-c0367,envipath_prediction,1,2932,0,0,78,78,4,False,0,SCORED
FR-BBD3-PARENT-c0371,envipath_prediction,1,2932,0,0,24,24,1,False,0,SCORED
FR-BBD3-PARENT-c0375,envipath_prediction,1,2932,0,0,32,32,3,False,3,SCORED
FR-BBD3-PARENT-c0388,envipath_prediction,1,2932,0,0,2,2,2,False,1,SCORED
FR-BBD3-PARENT-c0407,envipath_prediction,1,2932,0,0,31,31,2,False,0,SCORED
FR-BBD3-PARENT-c0426,envipath_prediction,1,2932,0,0,106,106,3,False,0,SCORED
FR-BBD3-PARENT-c0432,envipath_prediction,1,2932,0,0,30,30,3,False,0,SCORED
FR-BBD3-PARENT-c0444,envipath_prediction,1,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0480,envipath_prediction,1,2932,0,0,27,27,4,False,0,SCORED
FR-BBD3-PARENT-c0486,envipath_prediction,1,2932,0,0,4,4,4,False,0,SCORED
FR-BBD3-PARENT-c0526,envipath_prediction,1,2932,0,0,11,11,2,False,0,SCORED
FR-BBD3-PARENT-c0563,envipath_prediction,1,2932,0,0,26,26,2,False,0,SCORED
FR-BBD3-PARENT-c0593,envipath_prediction,1,2932,0,0,17,17,5,False,0,SCORED
FR-BBD3-PARENT-c0597,envipath_prediction,1,2932,0,0,3,3,2,False,0,SCORED
FR-BBD3-PARENT-c0604,envipath_prediction,1,2932,0,0,29,29,4,False,0,SCORED
FR-BBD3-PARENT-c0612,envipath_prediction,1,2932,0,0,54,54,4,False,0,SCORED
FR-BBD3-PARENT-c0626,envipath_prediction,1,2932,0,0,33,33,1,False,1,SCORED
FR-BBD3-PARENT-c0639,envipath_prediction,1,2932,0,0,31,31,3,False,0,SCORED
FR-BBD3-PARENT-c0653,envipath_prediction,1,2932,0,0,43,43,1,False,0,SCORED
FR-BBD3-PARENT-c0689,envipath_prediction,1,2932,0,0,42,42,4,False,0,SCORED
FR-BBD3-PARENT-c0691,envipath_prediction,1,2932,0,0,2,2,1,False,0,SCORED
FR-BBD3-PARENT-c0694,envipath_prediction,1,2932,0,0,11,11,4,False,0,SCORED
FR-BBD3-PARENT-c0764,envipath_prediction,1,2932,0,0,27,27,3,False,0,SCORED
FR-BBD3-PARENT-c0765,envipath_prediction,1,2932,0,0,34,34,4,False,0,SCORED
FR-BBD3-PARENT-c0865,envipath_prediction,1,2932,0,0,54,54,4,False,1,SCORED
FR-BBD3-PARENT-c0897,envipath_prediction,1,2932,0,0,32,32,1,False,0,SCORED
FR-BBD3-PARENT-c0908,envipath_prediction,1,2932,0,0,31,31,4,False,0,SCORED
FR-BBD3-PARENT-c0939,envipath_prediction,1,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0941,envipath_prediction,1,2932,0,0,20,20,3,False,4,SCORED
FR-BBD3-PARENT-c0946,envipath_prediction,1,2932,0,0,31,31,2,False,0,SCORED
FR-BBD3-PARENT-c0991,envipath_prediction,1,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c1013,envipath_prediction,1,2932,0,0,30,30,2,False,7,SCORED
FR-BBD3-PARENT-c1019,envipath_prediction,1,2932,0,0,3,3,2,False,0,SCORED
FR-BBD3-PARENT-c1039,envipath_prediction,1,2932,0,0,31,31,2,False,0,SCORED
FR-BBD3-PARENT-c1043,envipath_prediction,1,2932,0,0,82,82,3,False,0,SCORED
FR-BBD3-PARENT-c1066,envipath_prediction,1,2932,0,0,32,32,1,False,0,SCORED
FR-BBD3-PARENT-c1072,envipath_prediction,1,2932,0,0,51,51,4,False,0,SCORED
FR-BBD3-PARENT-c1078,envipath_prediction,1,2932,0,0,30,30,4,False,9,SCORED
FR-BBD3-PARENT-c1094,envipath_prediction,1,2932,0,0,19,19,4,False,0,SCORED
FR-BBD3-PARENT-c1161,envipath_prediction,1,2932,0,0,11,11,4,False,0,SCORED
FR-BBD3-PARENT-c1182,envipath_prediction,1,2932,0,0,15,15,5,False,0,SCORED
FR-BBD3-PARENT-c1188,envipath_prediction,1,2932,0,0,29,29,2,False,0,SCORED
FR-BBD3-PARENT-c1201,envipath_prediction,1,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c1263,envipath_prediction,1,2932,0,0,21,21,1,False,0,SCORED
FR-BBD3-PARENT-c1266,envipath_prediction,1,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c1267,envipath_prediction,1,2932,0,0,5,5,2,False,0,SCORED
FR-BBD3-PARENT-c1285,envipath_prediction,1,2932,0,0,31,31,3,False,0,SCORED
FR-BBD3-PARENT-c1296,envipath_prediction,1,2932,0,0,52,52,1,False,0,SCORED
FR-BBD3-PARENT-c1313,envipath_prediction,1,2932,0,0,69,69,3,False,0,SCORED
FR-BBD3-PARENT-c1350,envipath_prediction,1,2932,0,0,38,38,5,False,0,SCORED
FR-BBD3-PARENT-c1352,envipath_prediction,1,2932,0,0,31,31,2,False,0,SCORED
FR-BBD3-PARENT-c1354,envipath_prediction,1,2932,0,0,33,33,3,False,0,SCORED
FR-BBD3-PARENT-c1383,envipath_prediction,1,2932,0,0,19,19,4,False,0,SCORED
FR-BBD3-PARENT-c1391,envipath_prediction,1,2932,0,0,71,71,4,False,0,SCORED
FR-BBD3-PARENT-c1412,envipath_prediction,1,2932,0,0,37,37,1,False,0,SCORED
FR-BBD3-PARENT-c1441,envipath_prediction,1,2932,0,0,63,62,1,False,0,SCORED
FR-BBD3-PARENT-c1457,envipath_prediction,1,2932,0,0,40,40,3,False,1,SCORED
FR-BBD3-PARENT-c1481,envipath_prediction,1,2932,0,0,31,31,1,False,0,SCORED
FR-BBD3-PARENT-c1524,envipath_prediction,1,2932,0,0,35,35,2,False,0,SCORED
FR-BBD3-PARENT-c1531,envipath_prediction,1,2932,0,0,35,35,3,False,0,SCORED
FR-BBD3-PARENT-c1549,envipath_prediction,1,2932,0,0,29,29,2,False,0,SCORED
FR-BBD3-PARENT-c1586,envipath_prediction,1,2932,0,0,39,39,2,False,0,SCORED
FR-BBD3-CAND-c0620,envipath_prediction,1,2932,0,0,20,20,3,False,0,SCORED
FR-BBD3-CAND-c0611,envipath_prediction,1,2932,0,0,55,55,6,False,0,SCORED
FR-BBD3-CAND-c0282,envipath_prediction,1,2932,0,0,33,33,5,False,0,SCORED
FR-BBD3-CAND-c0257,envipath_prediction,1,2932,0,0,31,31,6,False,0,SCORED
FR-BBD3-CAND-c1376,envipath_prediction,1,2932,0,0,56,56,6,False,0,SCORED
FR-BBD3-CAND-c0971,envipath_prediction,1,2932,0,0,11,11,5,False,0,SCORED
FR-BBD3-CAND-c0141,envipath_prediction,1,2932,0,0,28,28,3,False,1,SCORED
FR-BBD3-CAND-c1570,envipath_prediction,1,2932,0,0,40,40,2,False,0,SCORED
FR-BBD3-CAND-c0347,envipath_prediction,1,2932,0,0,2,2,1,False,0,SCORED
FR-BBD3-PARENT-c0001,envipath_prediction,3,2932,0,0,15,15,13,False,0,SCORED
FR-BBD3-PARENT-c0002,envipath_prediction,3,2932,0,0,58,58,23,False,0,SCORED
FR-BBD3-PARENT-c0006,envipath_prediction,3,2932,0,1,36,35,23,False,3,SCORED
FR-BBD3-PARENT-c0018,envipath_prediction,3,2932,0,0,34,34,27,False,0,SCORED
FR-BBD3-PARENT-c0039,envipath_prediction,3,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0116,envipath_prediction,3,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0118,envipath_prediction,3,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0121,envipath_prediction,3,2932,0,0,55,55,37,False,6,SCORED
FR-BBD3-PARENT-c0134,envipath_prediction,3,2932,0,0,36,36,15,False,0,SCORED
FR-BBD3-PARENT-c0139,envipath_prediction,3,2932,0,0,28,28,19,False,0,SCORED
FR-BBD3-PARENT-c0148,envipath_prediction,3,2932,0,0,38,38,30,False,0,SCORED
FR-BBD3-PARENT-c0153,envipath_prediction,3,2932,0,0,50,50,8,False,0,SCORED
FR-BBD3-PARENT-c0163,envipath_prediction,3,2932,0,0,8,8,5,False,0,SCORED
FR-BBD3-PARENT-c0177,envipath_prediction,3,2932,0,0,54,54,33,False,0,SCORED
FR-BBD3-PARENT-c0233,envipath_prediction,3,2932,0,0,2,2,2,False,4,SCORED
FR-BBD3-PARENT-c0236,envipath_prediction,3,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0245,envipath_prediction,3,2932,0,0,112,112,35,False,0,SCORED
FR-BBD3-PARENT-c0286,envipath_prediction,3,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-PARENT-c0288,envipath_prediction,3,2932,0,0,44,44,19,False,3,SCORED
FR-BBD3-PARENT-c0345,envipath_prediction,3,2932,0,0,139,139,10,False,0,SCORED
FR-BBD3-PARENT-c0352,envipath_prediction,3,2932,0,0,29,29,19,False,0,SCORED
FR-BBD3-PARENT-c0367,envipath_prediction,3,2932,0,0,78,78,19,False,0,SCORED
FR-BBD3-PARENT-c0371,envipath_prediction,3,2932,0,0,24,24,18,False,0,SCORED
FR-BBD3-PARENT-c0375,envipath_prediction,3,2932,0,0,32,32,23,False,3,SCORED
FR-BBD3-PARENT-c0388,envipath_prediction,3,2932,0,0,2,2,2,False,1,SCORED
FR-BBD3-PARENT-c0407,envipath_prediction,3,2932,0,0,31,31,15,False,0,SCORED
FR-BBD3-PARENT-c0426,envipath_prediction,3,2932,0,0,106,106,58,False,0,SCORED
FR-BBD3-PARENT-c0432,envipath_prediction,3,2932,0,0,30,30,24,False,0,SCORED
FR-BBD3-PARENT-c0444,envipath_prediction,3,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0480,envipath_prediction,3,2932,0,0,27,27,24,False,0,SCORED
FR-BBD3-PARENT-c0486,envipath_prediction,3,2932,0,0,4,4,4,False,0,SCORED
FR-BBD3-PARENT-c0526,envipath_prediction,3,2932,0,0,11,11,10,False,0,SCORED
FR-BBD3-PARENT-c0563,envipath_prediction,3,2932,0,0,26,26,15,False,0,SCORED
FR-BBD3-PARENT-c0593,envipath_prediction,3,2932,0,0,17,17,12,False,0,SCORED
FR-BBD3-PARENT-c0597,envipath_prediction,3,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c0604,envipath_prediction,3,2932,0,0,29,29,29,False,0,SCORED
FR-BBD3-PARENT-c0612,envipath_prediction,3,2932,0,0,54,54,43,False,0,SCORED
FR-BBD3-PARENT-c0626,envipath_prediction,3,2932,0,0,33,33,6,False,1,SCORED
FR-BBD3-PARENT-c0639,envipath_prediction,3,2932,0,0,31,31,21,False,0,SCORED
FR-BBD3-PARENT-c0653,envipath_prediction,3,2932,0,0,43,43,10,False,0,SCORED
FR-BBD3-PARENT-c0689,envipath_prediction,3,2932,0,0,42,42,37,False,0,SCORED
FR-BBD3-PARENT-c0691,envipath_prediction,3,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0694,envipath_prediction,3,2932,0,0,11,11,10,False,0,SCORED
FR-BBD3-PARENT-c0764,envipath_prediction,3,2932,0,0,27,27,15,False,0,SCORED
FR-BBD3-PARENT-c0765,envipath_prediction,3,2932,0,0,34,34,23,False,0,SCORED
FR-BBD3-PARENT-c0865,envipath_prediction,3,2932,0,0,54,54,29,False,1,SCORED
FR-BBD3-PARENT-c0897,envipath_prediction,3,2932,0,0,32,32,9,False,0,SCORED
FR-BBD3-PARENT-c0908,envipath_prediction,3,2932,0,0,31,31,31,False,0,SCORED
FR-BBD3-PARENT-c0939,envipath_prediction,3,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0941,envipath_prediction,3,2932,0,0,20,20,19,False,4,SCORED
FR-BBD3-PARENT-c0946,envipath_prediction,3,2932,0,0,31,31,12,False,0,SCORED
FR-BBD3-PARENT-c0991,envipath_prediction,3,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c1013,envipath_prediction,3,2932,0,0,30,30,16,False,7,SCORED
FR-BBD3-PARENT-c1019,envipath_prediction,3,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c1039,envipath_prediction,3,2932,0,0,31,31,17,False,0,SCORED
FR-BBD3-PARENT-c1043,envipath_prediction,3,2932,0,0,82,82,52,False,0,SCORED
FR-BBD3-PARENT-c1066,envipath_prediction,3,2932,0,0,32,32,9,False,0,SCORED
FR-BBD3-PARENT-c1072,envipath_prediction,3,2932,0,0,51,51,37,False,0,SCORED
FR-BBD3-PARENT-c1078,envipath_prediction,3,2932,0,0,30,30,30,False,9,SCORED
FR-BBD3-PARENT-c1094,envipath_prediction,3,2932,0,0,19,19,6,False,0,SCORED
FR-BBD3-PARENT-c1161,envipath_prediction,3,2932,0,0,11,11,8,False,0,SCORED
FR-BBD3-PARENT-c1182,envipath_prediction,3,2932,0,0,15,15,15,False,0,SCORED
FR-BBD3-PARENT-c1188,envipath_prediction,3,2932,0,0,29,29,12,False,0,SCORED
FR-BBD3-PARENT-c1201,envipath_prediction,3,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c1263,envipath_prediction,3,2932,0,0,21,21,10,False,0,SCORED
FR-BBD3-PARENT-c1266,envipath_prediction,3,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c1267,envipath_prediction,3,2932,0,0,5,5,4,False,0,SCORED
FR-BBD3-PARENT-c1285,envipath_prediction,3,2932,0,0,31,31,16,False,0,SCORED
FR-BBD3-PARENT-c1296,envipath_prediction,3,2932,0,0,52,52,8,False,0,SCORED
FR-BBD3-PARENT-c1313,envipath_prediction,3,2932,0,0,69,69,39,False,0,SCORED
FR-BBD3-PARENT-c1350,envipath_prediction,3,2932,0,0,38,38,26,False,0,SCORED
FR-BBD3-PARENT-c1352,envipath_prediction,3,2932,0,0,31,31,16,False,0,SCORED
FR-BBD3-PARENT-c1354,envipath_prediction,3,2932,0,0,33,33,16,False,0,SCORED
FR-BBD3-PARENT-c1383,envipath_prediction,3,2932,0,0,19,19,19,False,0,SCORED
FR-BBD3-PARENT-c1391,envipath_prediction,3,2932,0,0,71,71,41,False,0,SCORED
FR-BBD3-PARENT-c1412,envipath_prediction,3,2932,0,0,37,37,14,False,0,SCORED
FR-BBD3-PARENT-c1441,envipath_prediction,3,2932,0,0,63,62,4,False,0,SCORED
FR-BBD3-PARENT-c1457,envipath_prediction,3,2932,0,0,40,40,5,False,1,SCORED
FR-BBD3-PARENT-c1481,envipath_prediction,3,2932,0,0,31,31,18,False,0,SCORED
FR-BBD3-PARENT-c1524,envipath_prediction,3,2932,0,0,35,35,9,False,0,SCORED
FR-BBD3-PARENT-c1531,envipath_prediction,3,2932,0,0,35,35,26,False,0,SCORED
FR-BBD3-PARENT-c1549,envipath_prediction,3,2932,0,0,29,29,12,False,0,SCORED
FR-BBD3-PARENT-c1586,envipath_prediction,3,2932,0,0,39,39,8,False,0,SCORED
FR-BBD3-CAND-c0620,envipath_prediction,3,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-CAND-c0611,envipath_prediction,3,2932,0,0,55,55,34,False,0,SCORED
FR-BBD3-CAND-c0282,envipath_prediction,3,2932,0,0,33,33,26,False,0,SCORED
FR-BBD3-CAND-c0257,envipath_prediction,3,2932,0,0,31,31,24,False,0,SCORED
FR-BBD3-CAND-c1376,envipath_prediction,3,2932,0,0,56,56,41,False,0,SCORED
FR-BBD3-CAND-c0971,envipath_prediction,3,2932,0,0,11,11,11,False,0,SCORED
FR-BBD3-CAND-c0141,envipath_prediction,3,2932,0,0,28,28,19,False,1,SCORED
FR-BBD3-CAND-c1570,envipath_prediction,3,2932,0,0,40,40,14,False,0,SCORED
FR-BBD3-CAND-c0347,envipath_prediction,3,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0001,envipath_prediction,5,2932,0,0,15,15,13,False,0,SCORED
FR-BBD3-PARENT-c0002,envipath_prediction,5,2932,0,0,58,58,35,False,0,SCORED
FR-BBD3-PARENT-c0006,envipath_prediction,5,2932,0,1,36,35,28,False,3,SCORED
FR-BBD3-PARENT-c0018,envipath_prediction,5,2932,0,0,34,34,27,False,0,SCORED
FR-BBD3-PARENT-c0039,envipath_prediction,5,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0116,envipath_prediction,5,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0118,envipath_prediction,5,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0121,envipath_prediction,5,2932,0,0,55,55,46,False,6,SCORED
FR-BBD3-PARENT-c0134,envipath_prediction,5,2932,0,0,36,36,18,False,0,SCORED
