full_route_case_id,tool_id,k,total_input_edge_rows_for_tool,invalid_rows_removed_for_case,self_loop_parent_copy_rows_removed_for_case,total_input_edge_rows_for_case,edges_after_cleaning,predicted_nodes_excluding_root,cap_hit,unreachable_true_node_count,status
FR-BBD3-PARENT-c0139,envipath_prediction,5,2932,0,0,28,28,26,False,0,SCORED
FR-BBD3-PARENT-c0148,envipath_prediction,5,2932,0,0,38,38,32,False,0,SCORED
FR-BBD3-PARENT-c0153,envipath_prediction,5,2932,0,0,50,50,42,False,0,SCORED
FR-BBD3-PARENT-c0163,envipath_prediction,5,2932,0,0,8,8,6,False,0,SCORED
FR-BBD3-PARENT-c0177,envipath_prediction,5,2932,0,0,54,54,44,False,0,SCORED
FR-BBD3-PARENT-c0233,envipath_prediction,5,2932,0,0,2,2,2,False,4,SCORED
FR-BBD3-PARENT-c0236,envipath_prediction,5,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0245,envipath_prediction,5,2932,0,0,112,112,91,False,0,SCORED
FR-BBD3-PARENT-c0286,envipath_prediction,5,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-PARENT-c0288,envipath_prediction,5,2932,0,0,44,44,36,False,3,SCORED
FR-BBD3-PARENT-c0345,envipath_prediction,5,2932,0,0,139,139,63,False,0,SCORED
FR-BBD3-PARENT-c0352,envipath_prediction,5,2932,0,0,29,29,26,False,0,SCORED
FR-BBD3-PARENT-c0367,envipath_prediction,5,2932,0,0,78,78,64,False,0,SCORED
FR-BBD3-PARENT-c0371,envipath_prediction,5,2932,0,0,24,24,24,False,0,SCORED
FR-BBD3-PARENT-c0375,envipath_prediction,5,2932,0,0,32,32,32,False,3,SCORED
FR-BBD3-PARENT-c0388,envipath_prediction,5,2932,0,0,2,2,2,False,1,SCORED
FR-BBD3-PARENT-c0407,envipath_prediction,5,2932,0,0,31,31,28,False,0,SCORED
FR-BBD3-PARENT-c0426,envipath_prediction,5,2932,0,0,106,106,85,False,0,SCORED
FR-BBD3-PARENT-c0432,envipath_prediction,5,2932,0,0,30,30,29,False,0,SCORED
FR-BBD3-PARENT-c0444,envipath_prediction,5,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0480,envipath_prediction,5,2932,0,0,27,27,24,False,0,SCORED
FR-BBD3-PARENT-c0486,envipath_prediction,5,2932,0,0,4,4,4,False,0,SCORED
FR-BBD3-PARENT-c0526,envipath_prediction,5,2932,0,0,11,11,10,False,0,SCORED
FR-BBD3-PARENT-c0563,envipath_prediction,5,2932,0,0,26,26,23,False,0,SCORED
FR-BBD3-PARENT-c0593,envipath_prediction,5,2932,0,0,17,17,16,False,0,SCORED
FR-BBD3-PARENT-c0597,envipath_prediction,5,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c0604,envipath_prediction,5,2932,0,0,29,29,29,False,0,SCORED
FR-BBD3-PARENT-c0612,envipath_prediction,5,2932,0,0,54,54,46,False,0,SCORED
FR-BBD3-PARENT-c0626,envipath_prediction,5,2932,0,0,33,33,10,False,1,SCORED
FR-BBD3-PARENT-c0639,envipath_prediction,5,2932,0,0,31,31,24,False,0,SCORED
FR-BBD3-PARENT-c0653,envipath_prediction,5,2932,0,0,43,43,16,False,0,SCORED
FR-BBD3-PARENT-c0689,envipath_prediction,5,2932,0,0,42,42,38,False,0,SCORED
FR-BBD3-PARENT-c0691,envipath_prediction,5,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0694,envipath_prediction,5,2932,0,0,11,11,11,False,0,SCORED
FR-BBD3-PARENT-c0764,envipath_prediction,5,2932,0,0,27,27,25,False,0,SCORED
FR-BBD3-PARENT-c0765,envipath_prediction,5,2932,0,0,34,34,30,False,0,SCORED
FR-BBD3-PARENT-c0865,envipath_prediction,5,2932,0,0,54,54,51,False,1,SCORED
FR-BBD3-PARENT-c0897,envipath_prediction,5,2932,0,0,32,32,12,False,0,SCORED
FR-BBD3-PARENT-c0908,envipath_prediction,5,2932,0,0,31,31,31,False,0,SCORED
FR-BBD3-PARENT-c0939,envipath_prediction,5,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0941,envipath_prediction,5,2932,0,0,20,20,20,False,4,SCORED
FR-BBD3-PARENT-c0946,envipath_prediction,5,2932,0,0,31,31,29,False,0,SCORED
FR-BBD3-PARENT-c0991,envipath_prediction,5,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c1013,envipath_prediction,5,2932,0,0,30,30,30,False,7,SCORED
FR-BBD3-PARENT-c1019,envipath_prediction,5,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c1039,envipath_prediction,5,2932,0,0,31,31,28,False,0,SCORED
FR-BBD3-PARENT-c1043,envipath_prediction,5,2932,0,0,82,82,81,False,0,SCORED
FR-BBD3-PARENT-c1066,envipath_prediction,5,2932,0,0,32,32,19,False,0,SCORED
FR-BBD3-PARENT-c1072,envipath_prediction,5,2932,0,0,51,51,45,False,0,SCORED
FR-BBD3-PARENT-c1078,envipath_prediction,5,2932,0,0,30,30,30,False,9,SCORED
FR-BBD3-PARENT-c1094,envipath_prediction,5,2932,0,0,19,19,16,False,0,SCORED
FR-BBD3-PARENT-c1161,envipath_prediction,5,2932,0,0,11,11,8,False,0,SCORED
FR-BBD3-PARENT-c1182,envipath_prediction,5,2932,0,0,15,15,15,False,0,SCORED
FR-BBD3-PARENT-c1188,envipath_prediction,5,2932,0,0,29,29,27,False,0,SCORED
FR-BBD3-PARENT-c1201,envipath_prediction,5,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c1263,envipath_prediction,5,2932,0,0,21,21,11,False,0,SCORED
FR-BBD3-PARENT-c1266,envipath_prediction,5,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c1267,envipath_prediction,5,2932,0,0,5,5,4,False,0,SCORED
FR-BBD3-PARENT-c1285,envipath_prediction,5,2932,0,0,31,31,21,False,0,SCORED
FR-BBD3-PARENT-c1296,envipath_prediction,5,2932,0,0,52,52,22,False,0,SCORED
FR-BBD3-PARENT-c1313,envipath_prediction,5,2932,0,0,69,69,53,False,0,SCORED
FR-BBD3-PARENT-c1350,envipath_prediction,5,2932,0,0,38,38,26,False,0,SCORED
FR-BBD3-PARENT-c1352,envipath_prediction,5,2932,0,0,31,31,18,False,0,SCORED
FR-BBD3-PARENT-c1354,envipath_prediction,5,2932,0,0,33,33,28,False,0,SCORED
FR-BBD3-PARENT-c1383,envipath_prediction,5,2932,0,0,19,19,19,False,0,SCORED
FR-BBD3-PARENT-c1391,envipath_prediction,5,2932,0,0,71,71,58,False,0,SCORED
FR-BBD3-PARENT-c1412,envipath_prediction,5,2932,0,0,37,37,22,False,0,SCORED
FR-BBD3-PARENT-c1441,envipath_prediction,5,2932,0,0,63,62,39,False,0,SCORED
FR-BBD3-PARENT-c1457,envipath_prediction,5,2932,0,0,40,40,13,False,1,SCORED
FR-BBD3-PARENT-c1481,envipath_prediction,5,2932,0,0,31,31,18,False,0,SCORED
FR-BBD3-PARENT-c1524,envipath_prediction,5,2932,0,0,35,35,22,False,0,SCORED
FR-BBD3-PARENT-c1531,envipath_prediction,5,2932,0,0,35,35,30,False,0,SCORED
FR-BBD3-PARENT-c1549,envipath_prediction,5,2932,0,0,29,29,24,False,0,SCORED
FR-BBD3-PARENT-c1586,envipath_prediction,5,2932,0,0,39,39,26,False,0,SCORED
FR-BBD3-CAND-c0620,envipath_prediction,5,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-CAND-c0611,envipath_prediction,5,2932,0,0,55,55,46,False,0,SCORED
FR-BBD3-CAND-c0282,envipath_prediction,5,2932,0,0,33,33,31,False,0,SCORED
FR-BBD3-CAND-c0257,envipath_prediction,5,2932,0,0,31,31,25,False,0,SCORED
FR-BBD3-CAND-c1376,envipath_prediction,5,2932,0,0,56,56,48,False,0,SCORED
FR-BBD3-CAND-c0971,envipath_prediction,5,2932,0,0,11,11,11,False,0,SCORED
FR-BBD3-CAND-c0141,envipath_prediction,5,2932,0,0,28,28,26,False,1,SCORED
FR-BBD3-CAND-c1570,envipath_prediction,5,2932,0,0,40,40,33,False,0,SCORED
FR-BBD3-CAND-c0347,envipath_prediction,5,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0001,envipath_prediction,10,2932,0,0,15,15,13,False,0,SCORED
FR-BBD3-PARENT-c0002,envipath_prediction,10,2932,0,0,58,58,46,False,0,SCORED
FR-BBD3-PARENT-c0006,envipath_prediction,10,2932,0,1,36,35,32,False,3,SCORED
FR-BBD3-PARENT-c0018,envipath_prediction,10,2932,0,0,34,34,27,False,0,SCORED
FR-BBD3-PARENT-c0039,envipath_prediction,10,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0116,envipath_prediction,10,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0118,envipath_prediction,10,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0121,envipath_prediction,10,2932,0,0,55,55,49,False,6,SCORED
FR-BBD3-PARENT-c0134,envipath_prediction,10,2932,0,0,36,36,18,False,0,SCORED
FR-BBD3-PARENT-c0139,envipath_prediction,10,2932,0,0,28,28,27,False,0,SCORED
FR-BBD3-PARENT-c0148,envipath_prediction,10,2932,0,0,38,38,32,False,0,SCORED
FR-BBD3-PARENT-c0153,envipath_prediction,10,2932,0,0,50,50,43,False,0,SCORED
FR-BBD3-PARENT-c0163,envipath_prediction,10,2932,0,0,8,8,6,False,0,SCORED
FR-BBD3-PARENT-c0177,envipath_prediction,10,2932,0,0,54,54,44,False,0,SCORED
FR-BBD3-PARENT-c0233,envipath_prediction,10,2932,0,0,2,2,2,False,4,SCORED
FR-BBD3-PARENT-c0236,envipath_prediction,10,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c0245,envipath_prediction,10,2932,0,0,112,112,96,False,0,SCORED
FR-BBD3-PARENT-c0286,envipath_prediction,10,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-PARENT-c0288,envipath_prediction,10,2932,0,0,44,44,36,False,3,SCORED
FR-BBD3-PARENT-c0345,envipath_prediction,10,2932,0,0,139,139,119,False,0,SCORED
FR-BBD3-PARENT-c0352,envipath_prediction,10,2932,0,0,29,29,26,False,0,SCORED
FR-BBD3-PARENT-c0367,envipath_prediction,10,2932,0,0,78,78,68,False,0,SCORED
FR-BBD3-PARENT-c0371,envipath_prediction,10,2932,0,0,24,24,24,False,0,SCORED
FR-BBD3-PARENT-c0375,envipath_prediction,10,2932,0,0,32,32,32,False,3,SCORED
FR-BBD3-PARENT-c0388,envipath_prediction,10,2932,0,0,2,2,2,False,1,SCORED
FR-BBD3-PARENT-c0407,envipath_prediction,10,2932,0,0,31,31,31,False,0,SCORED
FR-BBD3-PARENT-c0426,envipath_prediction,10,2932,0,0,106,106,92,False,0,SCORED
FR-BBD3-PARENT-c0432,envipath_prediction,10,2932,0,0,30,30,29,False,0,SCORED
FR-BBD3-PARENT-c0444,envipath_prediction,10,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0480,envipath_prediction,10,2932,0,0,27,27,24,False,0,SCORED
FR-BBD3-PARENT-c0486,envipath_prediction,10,2932,0,0,4,4,4,False,0,SCORED
FR-BBD3-PARENT-c0526,envipath_prediction,10,2932,0,0,11,11,10,False,0,SCORED
FR-BBD3-PARENT-c0563,envipath_prediction,10,2932,0,0,26,26,24,False,0,SCORED
FR-BBD3-PARENT-c0593,envipath_prediction,10,2932,0,0,17,17,16,False,0,SCORED
FR-BBD3-PARENT-c0597,envipath_prediction,10,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c0604,envipath_prediction,10,2932,0,0,29,29,29,False,0,SCORED
FR-BBD3-PARENT-c0612,envipath_prediction,10,2932,0,0,54,54,46,False,0,SCORED
FR-BBD3-PARENT-c0626,envipath_prediction,10,2932,0,0,33,33,33,False,1,SCORED
FR-BBD3-PARENT-c0639,envipath_prediction,10,2932,0,0,31,31,29,False,0,SCORED
FR-BBD3-PARENT-c0653,envipath_prediction,10,2932,0,0,43,43,36,False,0,SCORED
FR-BBD3-PARENT-c0689,envipath_prediction,10,2932,0,0,42,42,38,False,0,SCORED
FR-BBD3-PARENT-c0691,envipath_prediction,10,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0694,envipath_prediction,10,2932,0,0,11,11,11,False,0,SCORED
FR-BBD3-PARENT-c0764,envipath_prediction,10,2932,0,0,27,27,25,False,0,SCORED
FR-BBD3-PARENT-c0765,envipath_prediction,10,2932,0,0,34,34,30,False,0,SCORED
FR-BBD3-PARENT-c0865,envipath_prediction,10,2932,0,0,54,54,53,False,1,SCORED
FR-BBD3-PARENT-c0897,envipath_prediction,10,2932,0,0,32,32,30,False,0,SCORED
FR-BBD3-PARENT-c0908,envipath_prediction,10,2932,0,0,31,31,31,False,0,SCORED
FR-BBD3-PARENT-c0939,envipath_prediction,10,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c0941,envipath_prediction,10,2932,0,0,20,20,20,False,4,SCORED
FR-BBD3-PARENT-c0946,envipath_prediction,10,2932,0,0,31,31,31,False,0,SCORED
FR-BBD3-PARENT-c0991,envipath_prediction,10,2932,0,0,1,1,1,False,0,SCORED
FR-BBD3-PARENT-c1013,envipath_prediction,10,2932,0,0,30,30,30,False,7,SCORED
FR-BBD3-PARENT-c1019,envipath_prediction,10,2932,0,0,3,3,3,False,0,SCORED
FR-BBD3-PARENT-c1039,envipath_prediction,10,2932,0,0,31,31,28,False,0,SCORED
FR-BBD3-PARENT-c1043,envipath_prediction,10,2932,0,0,82,82,82,False,0,SCORED
FR-BBD3-PARENT-c1066,envipath_prediction,10,2932,0,0,32,32,32,False,0,SCORED
FR-BBD3-PARENT-c1072,envipath_prediction,10,2932,0,0,51,51,45,False,0,SCORED
FR-BBD3-PARENT-c1078,envipath_prediction,10,2932,0,0,30,30,30,False,9,SCORED
FR-BBD3-PARENT-c1094,envipath_prediction,10,2932,0,0,19,19,16,False,0,SCORED
FR-BBD3-PARENT-c1161,envipath_prediction,10,2932,0,0,11,11,8,False,0,SCORED
FR-BBD3-PARENT-c1182,envipath_prediction,10,2932,0,0,15,15,15,False,0,SCORED
FR-BBD3-PARENT-c1188,envipath_prediction,10,2932,0,0,29,29,29,False,0,SCORED
FR-BBD3-PARENT-c1201,envipath_prediction,10,2932,0,0,0,0,0,False,0,NO_PREDICTION
FR-BBD3-PARENT-c1263,envipath_prediction,10,2932,0,0,21,21,11,False,0,SCORED
FR-BBD3-PARENT-c1266,envipath_prediction,10,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c1267,envipath_prediction,10,2932,0,0,5,5,4,False,0,SCORED
FR-BBD3-PARENT-c1285,envipath_prediction,10,2932,0,0,31,31,30,False,0,SCORED
FR-BBD3-PARENT-c1296,envipath_prediction,10,2932,0,0,52,52,45,False,0,SCORED
FR-BBD3-PARENT-c1313,envipath_prediction,10,2932,0,0,69,69,61,False,0,SCORED
FR-BBD3-PARENT-c1350,envipath_prediction,10,2932,0,0,38,38,26,False,0,SCORED
FR-BBD3-PARENT-c1352,envipath_prediction,10,2932,0,0,31,31,27,False,0,SCORED
FR-BBD3-PARENT-c1354,envipath_prediction,10,2932,0,0,33,33,30,False,0,SCORED
FR-BBD3-PARENT-c1383,envipath_prediction,10,2932,0,0,19,19,19,False,0,SCORED
FR-BBD3-PARENT-c1391,envipath_prediction,10,2932,0,0,71,71,59,False,0,SCORED
FR-BBD3-PARENT-c1412,envipath_prediction,10,2932,0,0,37,37,37,False,0,SCORED
FR-BBD3-PARENT-c1441,envipath_prediction,10,2932,0,0,63,62,51,False,0,SCORED
FR-BBD3-PARENT-c1457,envipath_prediction,10,2932,0,0,40,40,37,False,1,SCORED
FR-BBD3-PARENT-c1481,envipath_prediction,10,2932,0,0,31,31,18,False,0,SCORED
FR-BBD3-PARENT-c1524,envipath_prediction,10,2932,0,0,35,35,34,False,0,SCORED
FR-BBD3-PARENT-c1531,envipath_prediction,10,2932,0,0,35,35,30,False,0,SCORED
FR-BBD3-PARENT-c1549,envipath_prediction,10,2932,0,0,29,29,29,False,0,SCORED
FR-BBD3-PARENT-c1586,envipath_prediction,10,2932,0,0,39,39,33,False,0,SCORED
FR-BBD3-CAND-c0620,envipath_prediction,10,2932,0,0,20,20,18,False,0,SCORED
FR-BBD3-CAND-c0611,envipath_prediction,10,2932,0,0,55,55,46,False,0,SCORED
FR-BBD3-CAND-c0282,envipath_prediction,10,2932,0,0,33,33,31,False,0,SCORED
FR-BBD3-CAND-c0257,envipath_prediction,10,2932,0,0,31,31,25,False,0,SCORED
FR-BBD3-CAND-c1376,envipath_prediction,10,2932,0,0,56,56,50,False,0,SCORED
FR-BBD3-CAND-c0971,envipath_prediction,10,2932,0,0,11,11,11,False,0,SCORED
FR-BBD3-CAND-c0141,envipath_prediction,10,2932,0,0,28,28,27,False,1,SCORED
FR-BBD3-CAND-c1570,envipath_prediction,10,2932,0,0,40,40,33,False,0,SCORED
FR-BBD3-CAND-c0347,envipath_prediction,10,2932,0,0,2,2,2,False,0,SCORED
FR-BBD3-PARENT-c0001,eclipse_predec,1,29530,0,46,296,248,3,False,0,SCORED
FR-BBD3-PARENT-c0002,eclipse_predec,1,29530,0,38,275,236,2,False,0,SCORED
FR-BBD3-PARENT-c0006,eclipse_predec,1,29530,0,52,320,268,4,False,3,SCORED
FR-BBD3-PARENT-c0018,eclipse_predec,1,29530,0,36,214,176,4,False,0,SCORED
FR-BBD3-PARENT-c0039,eclipse_predec,1,29530,0,51,381,330,5,False,0,SCORED
FR-BBD3-PARENT-c0116,eclipse_predec,1,29530,0,42,345,303,2,False,0,SCORED
FR-BBD3-PARENT-c0118,eclipse_predec,1,29530,0,41,329,288,3,False,0,SCORED
FR-BBD3-PARENT-c0121,eclipse_predec,1,29530,0,56,339,283,3,False,6,SCORED
FR-BBD3-PARENT-c0134,eclipse_predec,1,29530,0,40,276,236,4,False,0,SCORED
FR-BBD3-PARENT-c0139,eclipse_predec,1,29530,0,49,386,337,4,False,0,SCORED
FR-BBD3-PARENT-c0148,eclipse_predec,1,29530,0,25,321,296,5,False,0,SCORED
FR-BBD3-PARENT-c0153,eclipse_predec,1,29530,0,54,348,294,6,False,0,SCORED
FR-BBD3-PARENT-c0163,eclipse_predec,1,29530,0,30,266,233,6,False,0,SCORED
FR-BBD3-PARENT-c0177,eclipse_predec,1,29530,0,60,400,340,6,False,0,SCORED
FR-BBD3-PARENT-c0233,eclipse_predec,1,29530,0,33,297,260,5,False,4,SCORED
FR-BBD3-PARENT-c0236,eclipse_predec,1,29530,0,53,317,262,4,False,0,SCORED
FR-BBD3-PARENT-c0245,eclipse_predec,1,29530,0,53,326,273,5,False,0,SCORED
FR-BBD3-PARENT-c0286,eclipse_predec,1,29530,0,45,306,261,3,False,0,SCORED
FR-BBD3-PARENT-c0288,eclipse_predec,1,29530,0,55,358,303,6,False,3,SCORED
FR-BBD3-PARENT-c0345,eclipse_predec,1,29530,0,58,349,291,2,False,0,SCORED
FR-BBD3-PARENT-c0352,eclipse_predec,1,29530,0,48,308,259,6,False,0,SCORED
FR-BBD3-PARENT-c0367,eclipse_predec,1,29530,0,50,284,234,4,False,0,SCORED
FR-BBD3-PARENT-c0371,eclipse_predec,1,29530,0,56,335,279,3,False,0,SCORED
FR-BBD3-PARENT-c0375,eclipse_predec,1,29530,0,54,324,270,5,False,3,SCORED
FR-BBD3-PARENT-c0388,eclipse_predec,1,29530,0,50,331,281,6,False,1,SCORED
FR-BBD3-PARENT-c0407,eclipse_predec,1,29530,0,60,333,273,3,False,0,SCORED
FR-BBD3-PARENT-c0426,eclipse_predec,1,29530,0,63,374,311,3,False,0,SCORED
FR-BBD3-PARENT-c0432,eclipse_predec,1,29530,0,39,237,198,3,False,0,SCORED
FR-BBD3-PARENT-c0444,eclipse_predec,1,29530,0,53,344,291,6,False,0,SCORED
FR-BBD3-PARENT-c0480,eclipse_predec,1,29530,0,37,284,247,3,False,0,SCORED
FR-BBD3-PARENT-c0486,eclipse_predec,1,29530,0,30,274,241,2,False,0,SCORED
FR-BBD3-PARENT-c0526,eclipse_predec,1,29530,0,35,340,303,3,False,0,SCORED
FR-BBD3-PARENT-c0563,eclipse_predec,1,29530,0,32,348,316,4,False,0,SCORED
FR-BBD3-PARENT-c0593,eclipse_predec,1,29530,0,56,372,316,6,False,0,SCORED
FR-BBD3-PARENT-c0597,eclipse_predec,1,29530,0,37,335,295,4,False,0,SCORED
FR-BBD3-PARENT-c0604,eclipse_predec,1,29530,0,100,360,260,2,False,0,SCORED
FR-BBD3-PARENT-c0612,eclipse_predec,1,29530,0,41,235,194,5,False,0,SCORED
FR-BBD3-PARENT-c0626,eclipse_predec,1,29530,0,87,344,257,3,False,1,SCORED
FR-BBD3-PARENT-c0639,eclipse_predec,1,29530,0,37,299,260,6,False,0,SCORED
FR-BBD3-PARENT-c0653,eclipse_predec,1,29530,0,40,363,323,4,False,0,SCORED
FR-BBD3-PARENT-c0689,eclipse_predec,1,29530,0,52,312,260,4,False,0,SCORED
FR-BBD3-PARENT-c0691,eclipse_predec,1,29530,0,40,306,264,2,False,0,SCORED
FR-BBD3-PARENT-c0694,eclipse_predec,1,29530,0,46,342,296,5,False,0,SCORED
FR-BBD3-PARENT-c0764,eclipse_predec,1,29530,0,33,281,248,4,False,0,SCORED
FR-BBD3-PARENT-c0765,eclipse_predec,1,29530,0,41,313,272,3,False,0,SCORED
FR-BBD3-PARENT-c0865,eclipse_predec,1,29530,0,44,335,291,2,False,1,SCORED
FR-BBD3-PARENT-c0897,eclipse_predec,1,29530,0,37,344,307,3,False,0,SCORED
FR-BBD3-PARENT-c0908,eclipse_predec,1,29530,0,48,282,232,5,False,0,SCORED
FR-BBD3-PARENT-c0939,eclipse_predec,1,29530,0,45,296,249,3,False,0,SCORED
FR-BBD3-PARENT-c0941,eclipse_predec,1,29530,0,54,301,247,6,False,4,SCORED
FR-BBD3-PARENT-c0946,eclipse_predec,1,29530,0,54,377,323,2,False,0,SCORED
FR-BBD3-PARENT-c0991,eclipse_predec,1,29530,0,45,331,286,3,False,0,SCORED
FR-BBD3-PARENT-c1013,eclipse_predec,1,29530,0,43,320,277,5,False,7,SCORED
FR-BBD3-PARENT-c1019,eclipse_predec,1,29530,0,44,328,284,3,False,0,SCORED
FR-BBD3-PARENT-c1039,eclipse_predec,1,29530,0,61,363,302,6,False,0,SCORED
FR-BBD3-PARENT-c1043,eclipse_predec,1,29530,0,39,312,273,4,False,0,SCORED
FR-BBD3-PARENT-c1066,eclipse_predec,1,29530,0,66,272,206,1,False,0,SCORED
FR-BBD3-PARENT-c1072,eclipse_predec,1,29530,0,51,335,284,3,False,0,SCORED
FR-BBD3-PARENT-c1078,eclipse_predec,1,29530,0,36,360,324,2,False,9,SCORED
FR-BBD3-PARENT-c1094,eclipse_predec,1,29530,0,35,257,222,3,False,0,SCORED
FR-BBD3-PARENT-c1161,eclipse_predec,1,29530,0,34,268,234,4,False,0,SCORED
FR-BBD3-PARENT-c1182,eclipse_predec,1,29530,0,45,343,298,2,False,0,SCORED
FR-BBD3-PARENT-c1188,eclipse_predec,1,29530,0,57,345,288,6,False,0,SCORED
FR-BBD3-PARENT-c1201,eclipse_predec,1,29530,0,55,308,253,6,False,0,SCORED
FR-BBD3-PARENT-c1263,eclipse_predec,1,29530,0,35,277,242,5,False,0,SCORED
FR-BBD3-PARENT-c1266,eclipse_predec,1,29530,0,43,356,313,4,False,0,SCORED
FR-BBD3-PARENT-c1267,eclipse_predec,1,29530,0,48,276,228,4,False,0,SCORED
FR-BBD3-PARENT-c1285,eclipse_predec,1,29530,0,43,351,308,5,False,0,SCORED
FR-BBD3-PARENT-c1296,eclipse_predec,1,29530,0,50,333,283,6,False,0,SCORED
FR-BBD3-PARENT-c1313,eclipse_predec,1,29530,0,29,260,231,6,False,0,SCORED
FR-BBD3-PARENT-c1350,eclipse_predec,1,29530,0,38,328,290,2,False,0,SCORED
FR-BBD3-PARENT-c1352,eclipse_predec,1,29530,0,46,310,264,3,False,0,SCORED
FR-BBD3-PARENT-c1354,eclipse_predec,1,29530,0,37,281,241,2,False,0,SCORED
FR-BBD3-PARENT-c1383,eclipse_predec,1,29530,0,54,398,344,4,False,0,SCORED
FR-BBD3-PARENT-c1391,eclipse_predec,1,29530,0,62,355,293,1,False,0,SCORED
FR-BBD3-PARENT-c1412,eclipse_predec,1,29530,0,54,334,280,3,False,0,SCORED
FR-BBD3-PARENT-c1441,eclipse_predec,1,29530,0,33,324,291,3,False,0,SCORED
FR-BBD3-PARENT-c1457,eclipse_predec,1,29530,0,41,320,279,4,False,1,SCORED
FR-BBD3-PARENT-c1481,eclipse_predec,1,29530,0,30,292,260,3,False,0,SCORED
FR-BBD3-PARENT-c1524,eclipse_predec,1,29530,0,43,342,298,6,False,0,SCORED
FR-BBD3-PARENT-c1531,eclipse_predec,1,29530,0,36,314,278,5,False,0,SCORED
FR-BBD3-PARENT-c1549,eclipse_predec,1,29530,0,88,288,200,2,False,0,SCORED
FR-BBD3-PARENT-c1586,eclipse_predec,1,29530,0,33,295,262,3,False,0,SCORED
FR-BBD3-CAND-c0620,eclipse_predec,1,29530,0,43,308,263,3,False,0,SCORED
FR-BBD3-CAND-c0611,eclipse_predec,1,29530,0,49,242,193,6,False,0,SCORED
FR-BBD3-CAND-c0282,eclipse_predec,1,29530,0,52,269,217,3,False,0,SCORED
FR-BBD3-CAND-c0257,eclipse_predec,1,29530,0,41,237,195,6,False,0,SCORED
FR-BBD3-CAND-c1376,eclipse_predec,1,29530,0,43,331,288,6,False,0,SCORED
FR-BBD3-CAND-c0971,eclipse_predec,1,29530,0,34,274,240,4,False,0,SCORED
FR-BBD3-CAND-c0141,eclipse_predec,1,29530,0,54,388,334,5,False,1,SCORED
FR-BBD3-CAND-c1570,eclipse_predec,1,29530,0,62,331,269,2,False,0,SCORED
FR-BBD3-CAND-c0347,eclipse_predec,1,29530,0,35,273,234,2,False,0,SCORED
FR-BBD3-PARENT-c0001,eclipse_predec,3,29530,0,46,296,248,20,False,0,SCORED
FR-BBD3-PARENT-c0002,eclipse_predec,3,29530,0,38,275,236,75,False,0,SCORED
FR-BBD3-PARENT-c0006,eclipse_predec,3,29530,0,52,320,268,62,False,3,SCORED
FR-BBD3-PARENT-c0018,eclipse_predec,3,29530,0,36,214,176,64,False,0,SCORED
FR-BBD3-PARENT-c0039,eclipse_predec,3,29530,0,51,381,330,46,False,0,SCORED
FR-BBD3-PARENT-c0116,eclipse_predec,3,29530,0,42,345,303,26,False,0,SCORED
FR-BBD3-PARENT-c0118,eclipse_predec,3,29530,0,41,329,288,67,False,0,SCORED
FR-BBD3-PARENT-c0121,eclipse_predec,3,29530,0,56,339,283,53,False,6,SCORED
FR-BBD3-PARENT-c0134,eclipse_predec,3,29530,0,40,276,236,31,False,0,SCORED
FR-BBD3-PARENT-c0139,eclipse_predec,3,29530,0,49,386,337,56,False,0,SCORED
FR-BBD3-PARENT-c0148,eclipse_predec,3,29530,0,25,321,296,72,False,0,SCORED
FR-BBD3-PARENT-c0153,eclipse_predec,3,29530,0,54,348,294,94,False,0,SCORED
FR-BBD3-PARENT-c0163,eclipse_predec,3,29530,0,30,266,233,47,False,0,SCORED
FR-BBD3-PARENT-c0177,eclipse_predec,3,29530,0,60,400,340,65,False,0,SCORED
FR-BBD3-PARENT-c0233,eclipse_predec,3,29530,0,33,297,260,45,False,4,SCORED
