timestamp_utc,uid,url_kind,accession,url,http_status,retry_count,final_outcome
2026-08-16T03:15:34.057871+00:00,A0A7H0DN95,afdb_v6_probe,A0A7H0DN95,https://alphafold.ebi.ac.uk/files/AF-A0A7H0DN95-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:35.204173+00:00,A0A7H0DNE2,uniprot_direct,A0A7H0DNE2,https://rest.uniprot.org/uniprotkb/A0A7H0DNE2.json,200,0,success
2026-08-16T03:15:36.216573+00:00,A0A7H0DNE2,afdb_v6_probe,A0A7H0DNE2,https://alphafold.ebi.ac.uk/files/AF-A0A7H0DNE2-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:37.257238+00:00,A0A7H0DNE5,uniprot_direct,A0A7H0DNE5,https://rest.uniprot.org/uniprotkb/A0A7H0DNE5.json,200,0,success
2026-08-16T03:15:38.272094+00:00,A0A7H0DNE5,afdb_v6_probe,A0A7H0DNE5,https://alphafold.ebi.ac.uk/files/AF-A0A7H0DNE5-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:39.259100+00:00,A0A7H0DNE9,uniprot_direct,A0A7H0DNE9,https://rest.uniprot.org/uniprotkb/A0A7H0DNE9.json,200,0,success
2026-08-16T03:15:40.241966+00:00,A0A7H0DNE9,afdb_v6_probe,A0A7H0DNE9,https://alphafold.ebi.ac.uk/files/AF-A0A7H0DNE9-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:41.297409+00:00,A0A7H0DNF0,uniprot_direct,A0A7H0DNF0,https://rest.uniprot.org/uniprotkb/A0A7H0DNF0.json,200,0,success
2026-08-16T03:15:42.343555+00:00,A0A7H0DNF0,afdb_v6_probe,A0A7H0DNF0,https://alphafold.ebi.ac.uk/files/AF-A0A7H0DNF0-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:43.426483+00:00,A0A7U3TBV3,uniprot_direct,A0A7U3TBV3,https://rest.uniprot.org/uniprotkb/A0A7U3TBV3.json,200,0,success
2026-08-16T03:15:44.384913+00:00,A0A7U3TBV3,afdb_v6_probe,A0A7U3TBV3,https://alphafold.ebi.ac.uk/files/AF-A0A7U3TBV3-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:45.754092+00:00,A0A7U3TBV6,uniprot_direct,A0A7U3TBV6,https://rest.uniprot.org/uniprotkb/A0A7U3TBV6.json,200,0,success
2026-08-16T03:15:46.713693+00:00,A0A7U3TBV6,afdb_v6_probe,A0A7U3TBV6,https://alphafold.ebi.ac.uk/files/AF-A0A7U3TBV6-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:47.790671+00:00,A0A7U3TCA2,uniprot_direct,A0A7U3TCA2,https://rest.uniprot.org/uniprotkb/A0A7U3TCA2.json,200,0,success
2026-08-16T03:15:48.849459+00:00,A0A7U3TCA2,afdb_v6_probe,A0A7U3TCA2,https://alphafold.ebi.ac.uk/files/AF-A0A7U3TCA2-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:49.996810+00:00,A0A868BQY3,uniprot_direct,A0A868BQY3,https://rest.uniprot.org/uniprotkb/A0A868BQY3.json,200,0,success
2026-08-16T03:15:50.994713+00:00,A0A868BQY3,afdb_v6_probe,A0A868BQY3,https://alphafold.ebi.ac.uk/files/AF-A0A868BQY3-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:51.985359+00:00,A0A8G1LR08,uniprot_direct,A0A8G1LR08,https://rest.uniprot.org/uniprotkb/A0A8G1LR08.json,200,0,success
2026-08-16T03:15:53.123869+00:00,A0A8G1LR08,afdb_v6_probe,A0A8G1LR08,https://alphafold.ebi.ac.uk/files/AF-A0A8G1LR08-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:54.401695+00:00,A0A913XCT1,uniprot_direct,A0A913XCT1,https://rest.uniprot.org/uniprotkb/A0A913XCT1.json,200,0,success
2026-08-16T03:15:55.414182+00:00,A0A913XCT1,afdb_v6_probe,A0A913XCT1,https://alphafold.ebi.ac.uk/files/AF-A0A913XCT1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:56.343281+00:00,A1E952,uniprot_direct,A1E952,https://rest.uniprot.org/uniprotkb/A1E952.json,200,0,success
2026-08-16T03:15:57.354930+00:00,A1E952,afdb_v6_probe,A1E952,https://alphafold.ebi.ac.uk/files/AF-A1E952-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:15:58.454989+00:00,A1VE87,uniprot_direct,A1VE87,https://rest.uniprot.org/uniprotkb/A1VE87.json,200,0,success
2026-08-16T03:16:01.069749+00:00,A1VE87,afdb_v6_probe,A1VE87,https://alphafold.ebi.ac.uk/files/AF-A1VE87-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:02.086147+00:00,A1YIZ1,uniprot_direct,A1YIZ1,https://rest.uniprot.org/uniprotkb/A1YIZ1.json,200,0,success
2026-08-16T03:16:03.034901+00:00,A1YIZ1,afdb_v6_probe,A1YIZ1,https://alphafold.ebi.ac.uk/files/AF-A1YIZ1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:04.082056+00:00,A2QDI9,uniprot_direct,A2QDI9,https://rest.uniprot.org/uniprotkb/A2QDI9.json,200,0,success
2026-08-16T03:16:05.180580+00:00,A2QDI9,afdb_v6_probe,A2QDI9,https://alphafold.ebi.ac.uk/files/AF-A2QDI9-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:06.539459+00:00,A2T3S5,uniprot_direct,A2T3S5,https://rest.uniprot.org/uniprotkb/A2T3S5.json,200,0,success
2026-08-16T03:16:07.520070+00:00,A2T3S5,afdb_v6_probe,A2T3S5,https://alphafold.ebi.ac.uk/files/AF-A2T3S5-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:08.529910+00:00,A3MZ45,uniprot_direct,A3MZ45,https://rest.uniprot.org/uniprotkb/A3MZ45.json,200,0,success
2026-08-16T03:16:09.527992+00:00,A3MZ45,afdb_v6_probe,A3MZ45,https://alphafold.ebi.ac.uk/files/AF-A3MZ45-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:10.603933+00:00,A4GT88,uniprot_direct,A4GT88,https://rest.uniprot.org/uniprotkb/A4GT88.json,200,0,success
2026-08-16T03:16:11.620978+00:00,A4GT88,afdb_v6_probe,A4GT88,https://alphafold.ebi.ac.uk/files/AF-A4GT88-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:12.638075+00:00,A4KX71,uniprot_direct,A4KX71,https://rest.uniprot.org/uniprotkb/A4KX71.json,200,0,success
2026-08-16T03:16:14.611410+00:00,A4KX71,afdb_v6_probe,A4KX71,https://alphafold.ebi.ac.uk/files/AF-A4KX71-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:15.632450+00:00,A4KX74,uniprot_direct,A4KX74,https://rest.uniprot.org/uniprotkb/A4KX74.json,200,0,success
2026-08-16T03:16:16.634138+00:00,A4KX74,afdb_v6_probe,A4KX74,https://alphafold.ebi.ac.uk/files/AF-A4KX74-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:17.862348+00:00,A4QDS8,uniprot_direct,A4QDS8,https://rest.uniprot.org/uniprotkb/A4QDS8.json,200,0,success
2026-08-16T03:16:18.834394+00:00,A4QDS8,afdb_v6_probe,A4QDS8,https://alphafold.ebi.ac.uk/files/AF-A4QDS8-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:19.810439+00:00,A4ZCW6,uniprot_direct,A4ZCW6,https://rest.uniprot.org/uniprotkb/A4ZCW6.json,200,0,success
2026-08-16T03:16:20.793381+00:00,A4ZCW6,afdb_v6_probe,A4ZCW6,https://alphafold.ebi.ac.uk/files/AF-A4ZCW6-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:21.845099+00:00,A4ZU96,uniprot_direct,A4ZU96,https://rest.uniprot.org/uniprotkb/A4ZU96.json,200,0,success
2026-08-16T03:16:22.872720+00:00,A4ZU96,afdb_v6_probe,A4ZU96,https://alphafold.ebi.ac.uk/files/AF-A4ZU96-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:23.920778+00:00,A5B4D2,uniprot_direct,A5B4D2,https://rest.uniprot.org/uniprotkb/A5B4D2.json,200,0,success
2026-08-16T03:16:24.878065+00:00,A5B4D2,afdb_v6_probe,A5B4D2,https://alphafold.ebi.ac.uk/files/AF-A5B4D2-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:26.095980+00:00,A5HBG1,uniprot_direct,A5HBG1,https://rest.uniprot.org/uniprotkb/A5HBG1.json,200,0,success
2026-08-16T03:16:27.165023+00:00,A5HBG1,afdb_v6_probe,A5HBG1,https://alphafold.ebi.ac.uk/files/AF-A5HBG1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:28.476226+00:00,A5HBG1,afdb_v6_probe,A5HBD6,https://alphafold.ebi.ac.uk/files/AF-A5HBD6-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:29.445033+00:00,A5HBG1,afdb_v6_probe,A5HBD9,https://alphafold.ebi.ac.uk/files/AF-A5HBD9-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:30.495834+00:00,A5HBG1,afdb_v6_probe,A5HBE6,https://alphafold.ebi.ac.uk/files/AF-A5HBE6-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:33.263107+00:00,A5HBG1,afdb_v6_probe,A5HBF1,https://alphafold.ebi.ac.uk/files/AF-A5HBF1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:34.289276+00:00,A5UG02,uniprot_direct,A5UG02,https://rest.uniprot.org/uniprotkb/A5UG02.json,200,0,success
2026-08-16T03:16:35.268377+00:00,A5UG02,afdb_v6_probe,A5UG02,https://alphafold.ebi.ac.uk/files/AF-A5UG02-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:36.212700+00:00,A6QP01,uniprot_direct,A6QP01,https://rest.uniprot.org/uniprotkb/A6QP01.json,200,0,success
2026-08-16T03:16:37.193526+00:00,A6QP01,afdb_v6_probe,A6QP01,https://alphafold.ebi.ac.uk/files/AF-A6QP01-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:38.248159+00:00,A6TU46,uniprot_direct,A6TU46,https://rest.uniprot.org/uniprotkb/A6TU46.json,200,0,success
2026-08-16T03:16:39.205308+00:00,A6TU46,afdb_v6_probe,A6TU46,https://alphafold.ebi.ac.uk/files/AF-A6TU46-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:40.300528+00:00,A7FTE0,uniprot_direct,A7FTE0,https://rest.uniprot.org/uniprotkb/A7FTE0.json,200,0,success
2026-08-16T03:16:41.378055+00:00,A7FTE0,afdb_v6_probe,A7FTE0,https://alphafold.ebi.ac.uk/files/AF-A7FTE0-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:42.820162+00:00,A7GCV1,uniprot_direct,A7GCV1,https://rest.uniprot.org/uniprotkb/A7GCV1.json,200,0,success
2026-08-16T03:16:43.769723+00:00,A7GCV1,afdb_v6_probe,A7GCV1,https://alphafold.ebi.ac.uk/files/AF-A7GCV1-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:44.783087+00:00,A7J392,uniprot_direct,A7J392,https://rest.uniprot.org/uniprotkb/A7J392.json,200,0,success
2026-08-16T03:16:45.844117+00:00,A7J392,afdb_v6_probe,A7J392,https://alphafold.ebi.ac.uk/files/AF-A7J392-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:46.898781+00:00,A7J392,afdb_v6_probe,Q0Q7N4,https://alphafold.ebi.ac.uk/files/AF-Q0Q7N4-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:47.951573+00:00,A7J3A0,uniprot_direct,A7J3A0,https://rest.uniprot.org/uniprotkb/A7J3A0.json,200,0,success
2026-08-16T03:16:48.918536+00:00,A7J3A0,afdb_v6_probe,A7J3A0,https://alphafold.ebi.ac.uk/files/AF-A7J3A0-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:49.885326+00:00,A7J3A4,uniprot_direct,A7J3A4,https://rest.uniprot.org/uniprotkb/A7J3A4.json,200,0,success
2026-08-16T03:16:50.945648+00:00,A7J3A4,afdb_v6_probe,A7J3A4,https://alphafold.ebi.ac.uk/files/AF-A7J3A4-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:51.965680+00:00,A7YD35,uniprot_direct,A7YD35,https://rest.uniprot.org/uniprotkb/A7YD35.json,200,0,success
2026-08-16T03:16:53.010114+00:00,A7YD35,afdb_v6_probe,A7YD35,https://alphafold.ebi.ac.uk/files/AF-A7YD35-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:55.208555+00:00,A8MHJ6,uniprot_direct,A8MHJ6,https://rest.uniprot.org/uniprotkb/A8MHJ6.json,200,0,success
2026-08-16T03:16:56.627257+00:00,A8MHJ6,afdb_v6_probe,A8MHJ6,https://alphafold.ebi.ac.uk/files/AF-A8MHJ6-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:57.782436+00:00,A8Y984,uniprot_direct,A8Y984,https://rest.uniprot.org/uniprotkb/A8Y984.json,200,0,success
2026-08-16T03:16:58.834981+00:00,A8Y984,afdb_v6_probe,A8Y984,https://alphafold.ebi.ac.uk/files/AF-A8Y984-F1-model_v6.pdb,404,0,not_found
2026-08-16T03:16:59.867871+00:00,A9Q1K9,uniprot_direct,A9Q1K9,https://rest.uniprot.org/uniprotkb/A9Q1K9.json,200,0,success
